Student_ID,Student_Name,Gender,Age,Department,Year,City,Study_Hours_Per_Day,Attendance_Percentage,Assignment_Score,Internal_Marks,Sleep_Hours,Screen_Time_Hours,Commute_Time_Minutes,Previous_GPA,Extracurricular_Hours,Internet_Access,Internet_Quality,Hostel,Scholarship,Study_Method,Stress_Level,Fees_Paid,Enrollment_Date,Last_Exam_Date,Internship,Projects_Completed,Final_Score,Grade,Pass_Fail,Placement_Status,Starting_Salary_LPA,Library_Books_Issued
107750,Vivek Nair,Male,24.0,Computer Science,1st Year,Delhi,4.8,81.55,76.78,65.75,7.51,5.34,47.4,6.48,0.52,Yes,Average,Yes,No,Self Study,6.78,No,2023-11-11,2024-03-01,No,2,57.37,C,Pass,Looking for Job,,7
101524,Riya Reddy,Male,21.0,Computer Science,Final Year,Coimbatore,5.49,75.77,100.0,78.01,6.87,5.99,30.5,7.03,0.99,Yes,Poor,Yes,No,Coaching,2.09,Yes,2021-12-04,2022-08-14,Yes,2,88.87,A+,Pass,Not Placed,,11
104817,Pooja Gupta,Male ,24.0,Electronics,Final Year,Pune,4.58,67.92,78.44,84.89,5.2,3.37,18.4,8.01,3.8,Yes,Excellent,Yes,No,Self Study,3.28,Yes,2025-07-18,2026-04-21,No,2,74.74,A,Pass,Looking for Job,,11
110879,Isha Patel,Female,21.0,Business Administration,1st Year,Chennai,5.44,72.94,50.52,74.07,6.8,7.11,100.6,8.06,4.99,Yes,Average,Yes,No,Coaching,6.78,Yes,2021-07-22,2021-12-31,Yes,4,64.63,B,Pass,Placed,2.4,6
102964,Arjun Gupta,Male,18.0,Computer Science ,3rd Year,Kochi,4.19,74.59,69.76,26.69,5.79,4.15,17.1,5.81,3.26,Yes,Average,No,Yes,Online,3.46,Yes,2023-08-29,2024-02-02,No,2,60.61,B,Pass,Not Placed,,4
101111,Vivaan Khan,Male,21.0,Data Science,3rd Year,Bangalore,4.47,77.55,81.85,56.5,8.17,9.4,59.0,7.89,5.0,Yes,Good,No,Yes,Classroom,6.41,Yes,2025-05-15,2026-01-13,Yes,0,73.46,A,Pass,Not Placed,,5
109981,Vivek Verma,Male,25.0,Information Technology,3rd Year,Chennai,6.44,78.74,56.14,74.56,7.97,3.22,56.2,7.12,2.45,Yes,Poor,No,No,Self Study,1.0,Yes,2024-09-12,2025-01-19,No,1,70.73,A,Pass,Looking for Job,,8
101407,Aisha Das,Male,21.0,Mechanical,Final Year,Hyderabad,5.59,73.68,76.95,68.1,7.02,5.22,35.9,6.48,7.19,Yes,Excellent,No,No,Self Study,4.56,No,2024-04-19,2024-09-30,No,4,69.18,B,Pass,Placed,6.28,7
110876,Ananya Malhotra,Male,24.0,Commerce,2nd Year,Hyderabad,3.79,89.13,71.8,65.35,6.47,10.4,65.9,7.13,2.32,Yes,Good,No,No,Self Study,5.74,Yes,2023-02-25,2023-05-25,Yes,2,81.33,A+,Pass,Higher Studies,,6
106952,Meera Iyer,Female,25.0,Electronics,3rd Year,Pune,6.24,71.95,85.13,69.09,5.92,6.41,54.2,7.13,1.1,Yes,Average,Yes,No,Online,5.39,No,2023-07-19,2023-12-20,Yes,4,64.65,B,Pass,Looking for Job,,14
110045,Vivek Shetty,Female,25.0,Computer Science,3rd Year,Chennai,6.92,71.88,80.98,64.95,7.72,8.26,52.0,8.43,2.32,No,Excellent,No,No,Classroom,6.19,Yes,2022-04-13,2022-12-25,Yes,2,86.52,A+,Pass,Looking for Job,,7
104334,Neha Joshi,Male,23.0,Information Technology,Final Year,COIMBATORE,6.55,67.26,54.57,78.18,5.25,3.11,40.3,8.21,0.0,Yes,Excellent,Yes,No,Coaching,8.36,Yes,2021-06-19,2021-09-14,No,2,80.77,A+,Pass,Placed,4.63,7
104119,Neha Gupta,Female,17.0,Computer Science,Final Year,Pune,2.68,87.36,74.15,76.19,8.17,5.99,99.1,,0.4,No,Excellent,No,No,Classroom,6.66,Yes,2024-07-19,2025-01-20,No,2,77.46,A,Pass,Looking for Job,,3
105801,Karan Verma,Female,20.0,Computer Science,3rd Year,Coimbatore,4.78,68.33,99.5,80.62,6.93,6.57,79.6,7.75,4.98,No,Average,No,No,Online,4.15,Yes,06/12/2021,08/07/2022,Yes,0,78.34,A,Pass,Placed,7.81,12
111594,Karan Iyer,Female,18.0,information technology,Final Year,Chennai,8.03,87.81,91.0,97.14,6.11,7.4,61.0,5.86,0.0,Yes,Average,No,No,Online,5.33,No,2023-03-03,2023-08-20,Yes,2,87.7,A+,Pass,Placed,7.16,6
103520,Aditya Singh,Female,19.0,Commerce,1st Year,Delhi,5.11,54.16,77.93,69.18,6.42,3.15,57.0,6.26,3.12,Yes,Good,Yes,No,Self Study,4.6,Yes,2024-05-29,2025-01-05,No,2,84.15,A+,Pass,Placed,6.22,7
109692,Kavya Sharma,Male,18.0,Information Technology,2nd Year,Kochi,0.5,67.64,90.04,76.77,,4.69,5.0,6.38,1.41,Yes,poor,Yes,No,Classroom,3.43,Yes,2022-07-10,2022-10-28,No,0,60.6,B,Pass,Placed,7.48,10
108878,Meera Gupta,Male,24.0,Commerce,1st Year,Kolkata,5.64,70.3,100.0,49.25,7.21,7.3,44.6,7.23,7.16,Yes,Excellent,No,No,Mixed,4.5,Yes,2024-01-12,2024-08-21,No,5,83.96,A+,Pass,Not Placed,,7
103370,Kavya Mehta,Male,23.0,Business Administration,Final Year,Mysore,4.36,77.07,,96.31,5.51,3.25,43.4,6.28,3.44,Yes,Good,No,No,Classroom,6.5,Yes,2025-04-10,2025-12-25,No,4,82.98,A+,Pass,Placed,5.24,11
107062,Riya Reddy,Female,25.0,Computer Science,Final Year,Coimbatore,4.09,70.42,71.19,49.81,7.48,7.12,60.9,7.92,1.18,Yes,Good,Yes,Yes,Online,5.3,No,2021-06-09,2022-02-14,No,4,74.44,A,Pass,Not Placed,,7
111196,Neha Verma,Female,21.0,Information Technology,Final Year,Delhi,7.0,79.87,74.62,75.25,8.64,2.08,98.2,8.23,4.41,Yes,Good,Yes,Yes,Mixed,2.32,Yes,2021-12-01,2022-02-19,No,3,88.8,A+,Pass,Not Placed,,5
109596,Vivek Mehta,Male,24.0,Computer Science,Final Year,Coimbatore,10.69,73.23,75.68,66.39,4.69,6.49,48.2,6.45,2.26,Yes,Average,Yes,No,Coaching,6.73,Yes,2024-12-23,2025-06-24,No,3,96.58,A+,Pass,Looking for Job,,11
105509,Aisha Patel,Female ,19.0,Electronics,1st Year,Kochi,5.2,81.43,49.43,64.68,6.6,5.58,23.3,7.9,0.0,Yes,Excellent,No,Yes,Classroom,5.62,Yes,2022-12-09,2023-06-17,No,2,67.75,B,Pass,Not Placed,,11
108050,Aman Patel,Male,24.0,Business Administration,3rd Year,Hyderabad,3.24,77.4,71.86,65.24,7.69,6.82,63.9,5.63,4.1,No,Average,Yes,No,Classroom,5.44,Yes,2023-06-05,2023-11-04,No,0,61.83,B,Pass,Looking for Job,,5
100634,Kavya Verma,Male,23.0,Mechanical,2nd Year,Chennai,6.67,59.87,70.29,47.89,4.62,6.59,53.0,9.2,3.14,Yes,Good,Yes,No,Classroom,6.16,Yes,2023-06-26,2024-01-29,Yes,1,66.42,B,Pass,Not Placed,,5
110066,Aarav Mehta,Female,24.0,Computer Science,1st Year,Mumbai,5.09,68.47,84.02,92.25,5.75,6.41,84.9,5.89,4.27,No,Average,No,Yes,Classroom,5.64,Yes,2024-01-05,2024-07-24,Yes,1,84.55,A+,Pass,Not Placed,,12
111075,Aarav Iyer,Female,19.0,Electronics,3rd Year,Chennai,7.49,71.84,61.81,67.11,7.55,7.29,28.7,5.35,4.06,Yes,Poor,No,No,Mixed,4.18,Yes,2025-03-14,2025-08-12,No,3,78.89,A,Pass,Not Placed,,8
103618,Sneha Kapoor,Male,19.0,IT,Final Year,Chennai,1.63,81.79,43.72,63.24,6.15,6.26,31.7,6.94,4.8,Yes,Average,No,No,coaching,7.29,Yes,2023-08-02,2024-01-31,Yes,1,63.09,B,Pass,Placed,8.79,11
104239,Aisha Shetty,Male,-5.0,Data Science,Final Year,Delhi,6.97,72.81,70.82,40.59,7.17,8.53,66.1,6.16,2.28,Yes,Good,Yes,No,Classroom,6.27,Yes,2023-02-13,2023-08-11,Yes,3,68.82,B,Pass,Placed,2.4,6
108331,Kavya Gupta,Male,24.0,Computer Science,Final Year,Coimbatore,3.97,70.41,74.88,81.56,8.63,5.88,65.5,5.93,0.78,Yes,Good,No,No,Self Study,6.62,Yes,2023-07-07,2024-03-13,No,2,69.45,B,Pass,Not Placed,,9
102020,Kabir Shetty,Male,17.0,Business Administration,3rd Year,Delhi,6.2,54.65,79.53,65.7,7.46,6.65,62.4,6.55,0.66,Yes,Average,No,No,Classroom,2.82,Yes,09/08/2023,07/02/2024,Yes,5,74.72,A,Pass,Placed,8.03,5
109491,Neha Khan,Male,19.0,Commerce,3rd Year,Mumbai,7.38,74.72,86.15,24.64,5.11,6.35,66.2,6.79,0.64,Yes,,Yes,Yes,Classroom,6.3,No,2022-10-09,2023-04-14,No,1,61.99,B,Pass,Placed,6.4,12
100132,Reyansh Kapoor,Female,22.0,Computer Science,2nd Year,Mysore,6.03,62.81,67.99,49.66,7.19,1.21,91.9,,4.45,Yes,Average,Yes,No,Classroom,3.23,Yes,2022-01-02,2022-05-08,Yes,1,70.02,A,Pass,Not Placed,,9
101972,Kavya Mehta,Female,25.0,Data Science,3rd Year,Kochi,4.03,78.15,100.0,70.07,5.55,8.54,38.1,7.3,3.94,No,Poor,No,Yes,Classroom,3.94,Yes,2025-02-27,2025-11-05,Yes,1,82.42,A+,Pass,Higher Studies,,9
107274,Kabir Mehta,Male,24.0,Computer Science,1st Year,Kochi,7.96,63.42,98.07,73.21,5.85,7.37,72.7,7.47,2.6,Yes,Poor,No,No,Classroom,4.2,Yes,2023-05-02,2023-10-16,Yes,2,88.96,A+,Pass,Looking for Job,,12
100456,Nisha Sharma,Male,17.0,Information Technology,2nd Year,Coimbatore,2.79,77.99,78.84,46.27,,4.42,42.1,7.92,4.19,Yes,Excellent,Yes,No,Online,4.42,Yes,2024-04-01,2024-11-23,No,2,68.96,B,Pass,Looking for Job,,7
109030,Priya Reddy,Female,20.0,Business Administration,Final Year,Pune,9.35,70.98,64.34,65.25,7.0,3.08,49.6,7.39,3.54,Yes,Good,Yes,No,Classroom,4.05,Yes,2025-05-27,2025-09-12,No,2,86.04,A+,Pass,Placed,4.38,9
107110,Aisha Kapoor,Female,24.0,Computer Science,Final Year,Kochi,9.59,70.81,54.82,66.91,8.79,7.55,109.5,7.79,2.83,Yes,Good,No,No,Classroom,7.09,Yes,2022-10-23,2023-06-06,Yes,2,74.39,A,Pass,Looking for Job,,1
109570,Priya Patel,Female,24.0,Data science,3rd Year,Kochi,4.05,88.48,71.3,90.23,7.37,6.97,38.5,9.25,5.0,Yes, Good,Yes,Yes,Classroom,3.89,Yes,2024-08-30,2025-02-01,No,3,82.75,A+,Pass,Placed,2.4,2
104399,Reyansh Patel,Female,20.0,Information Technology,1st Year,Mumbai,2.74,68.24,80.38,38.08,8.33,6.8,98.5,7.21,2.15,Yes,Good,Yes,No,Self Study,5.28,Yes,2021-07-01,2021-10-22,Yes,2,61.7,B,Pass,Placed,3.79,6
111022,Ananya Malhotra,Male,25.0,Business Administration,Final Year,Pune,0.5,74.09,,73.63,4.77,3.74,57.8,8.46,2.75,Yes,Excellent,Yes,Yes,Mixed,5.14,Yes,2023-05-30,2024-01-13,Yes,1,61.16,B,Pass,Placed,,10
100775,Aarav Das,Male,19.0,Information Technology,3rd Year,Pune,6.46,63.39,42.18,73.16,5.18,4.01,65.2,9.01,2.92,Yes,Excellent,No,Yes,Self Study,5.07,Yes,2023-03-23,2023-07-17,No,2,75.69,A,Pass,Placed,5.98,7
109849,Aarav Gupta,Male,24.0,Information Technology,1st Year,Mumbai,3.28,76.27,99.09,76.45,6.57,3.11,19.9,7.18,3.71,Yes,Good,No,Yes,Self Study,4.4,Yes,2022-10-16,2023-01-25,No,2,69.04,B,Pass,Looking for Job,,6
100312,Neha Khan,Male,18.0,information technology,2nd Year,Hyderabad,8.5,93.98,67.14,69.41,6.84,2.64,17.1,6.72,2.14,Yes,Average,Yes,No,Classroom,1.73,Yes,2021-06-29,2022-02-14,Yes,2,71.31,A,Pass,Looking for Job,,9
103449,Ananya Patel,Male ,25.0,Information Technology,2nd Year,Delhi,4.69,68.83,86.18,74.73,5.51,4.27,37.1,9.71,2.72,Yes,,No,No,Classroom,6.27,No,2025-01-10,2025-04-21,No,5,75.8,A,Pass,Not Placed,,8
105043,Isha Mehta,Female,20.0,Business Administration,2nd Year,,5.55,74.59,68.95,100.0,5.07,6.48,88.7,9.68,3.52,Yes,Good,Yes,Yes,Classroom,7.98,Yes,2023-10-16,2024-03-28,No,1,94.72,A+,Pass,Placed,5.44,9
107321,Ananya Iyer,Male,23.0,Computer Science,Final Year,Hyderabad,2.79,70.9,65.03,74.43,6.84,8.12,91.4,5.8,5.2,Yes,Excellent,No,No,Mixed,7.25,Yes,04/24/2025,11/12/2025,Yes,3,65.37,B,Pass,Looking for Job,,5
109307,Aditya Kapoor,Male,24.0,Computer Science,1st Year,Coimbatore,9.17,89.84,59.04,66.51,6.8,6.17,57.4,5.58,5.37,Yes,Good,No,Yes,Classroom,5.28,Yes,2023-04-22,2023-08-05,No,5,87.1,A+,Pass,Looking for Job,,4
108512,Karan Singh,Other,23.0,Commerce,Final Year,Mumbai,6.82,64.35,68.7,73.11,5.89,6.37,21.4,8.06,4.55,No,Good,No,No,Mixed,2.45,Yes,2021-11-08,2022-03-05,Yes,3,68.08,B,Pass,Placed,5.12,10
109149,Isha Khan,Other,25.0,Commerce,Final Year,Mumbai,6.17,83.86,67.97,78.44,8.71,5.52,41.2,8.36,2.84,Yes,Good,Yes,No,Classroom,1.55,Yes,2022-10-21,2023-07-16,No,1,91.89,A+,Pass,Not Placed,,7
111047,Nisha Patel,Female,17.0,Computer Science,Final Year,Pune,7.91,83.33,81.52,77.74,7.45,9.18,15.7,5.33,3.3,Yes,Average,No,No,Class Room,5.55,Yes,2023-10-02,2024-02-11,Yes,6,75.55,A,Pass,Not Placed,,7
100470,Reyansh Malhotra,Female,17.0,Computer Science,3rd Year,Delhi,4.5,71.59,90.67,72.84,6.38,8.08,10.0,7.49,1.71,No,Average,Yes,No,Mixed,6.33,Yes,2025-02-03,2025-05-29,Yes,4,64.47,B,Pass,Not Placed,,8
109316,Aditya Malhotra,Female,23.0,Computer Science,1st Year,Kolkata,3.29,72.96,66.15,70.12,5.58,3.95,25.4,5.25,2.16,Yes,Average,No,No,Online,4.83,Yes,2022-04-17,2022-08-14,Yes,2,56.85,C,Pass,Not Placed,,8
107038,Pooja Patel,Male,17.0,Information Technology,2nd Year,Mumbai,7.68,76.24,76.74,43.71,6.9,6.85,36.2,5.87,1.88,Yes,Good,No,Yes,Self Study,3.78,Yes,2024-01-24,2024-07-27,Yes,2,70.46,A,Pass,Not Placed,,5
101351,Sneha Gupta,MALE,23.0,Computer Science,Final Year,Mumbai,4.45,92.93,60.16,60.98,4.16,7.04,33.3,6.7,3.13,Yes,Poor,Yes,No,Mixed,4.48,Yes,2024-02-11,2024-05-13,No,2,74.6,A,Pass,Not Placed,,13
102586,Pooja Das,Male,18.0,Commerce,2nd Year,Bangalore,4.78,77.3,61.14,63.3,6.15,4.27,41.8,7.99,8.02,Yes,Good,No,No,Online,5.81,No,2022-12-26,2023-09-12,No,0,76.8,A,Pass,Looking for Job,,9
108857,Ananya Das,Male,19.0,Data Science,3rd Year,Kolkata,4.36,79.46,63.96,76.23,5.84,3.89,20.1,6.68,0.73,Yes,Excellent,No,No,Classroom,3.41,Yes,2025-06-05,2025-10-15,No,0,68.76,B,Pass,Higher Studies,,8
104520,Reyansh Reddy, Female,17.0,Computer Science,2nd Year,Hyderabad,6.41,75.86,77.76,76.16,4.51,4.33,79.2,8.73,1.64,Yes,Good,Yes,No,Classroom,5.41,Yes,2021-08-29,2022-03-27,Yes,2,74.85,A,Pass,Not Placed,,8
104723,Kabir Reddy,Male,17.0,Mechanical,3rd Year,kolkata,6.92,56.86,89.17,58.03,6.57,6.13,63.5,5.27,2.92,Yes,Good,Yes,No,Coaching,6.98,Yes,2022-08-30,2023-04-26,No,2,61.76,B,Pass,Placed,5.18,4
111091,Nisha Verma,Male,17.0,Electronics,Final Year,Coimbatore,9.6,98.58,50.8,63.9,6.73,4.1,92.1,7.79,6.74,Yes,Good,No,Yes,Classroom,7.86,Yes,2023-04-13,2023-12-27,Yes,5,73.02,A,Pass,Higher Studies,,7
100248,Rahul Khan,Female,18.0,Data Science,1st Year,Mumbai,2.28,81.32,48.34,85.72,5.38,5.95,34.6,5.7,3.18,Yes,Good,No,No,Coaching,4.25,Yes,05/18/2024,04/09/2024,No,1,53.66,C,Pass,Placed,6.82,4
108776,Aarav Patel,Male,20.0,Electronics,1st Year,Coimbatore,5.33,78.49,55.45,73.51,7.07,5.29,77.7,6.83,4.01,Yes,Good,Yes,No,Self Study,4.6,Yes,2023-06-21,2024-01-24,No,3,64.26,B,Pass,Not Placed,,7
100994,Arjun Gupta,Female,18.0,Electronics,Final Year,Hyderabad,2.75,60.22,87.14,76.37,5.83,4.36,80.2,7.85,2.93,No,Good,No,Yes,self study,7.02,Yes,2023-12-31,2024-08-20,No,2,45.18,D,Pass,Not Placed,,7
100737,Priya Shetty,Female,21.0,Mechanical,3rd Year,Kolkata,0.5,51.2,69.52,56.0,6.5,7.12,70.1,5.68,3.72,Yes,Average,Yes,No,Self Study,5.38,Yes,2024-07-28,2024-12-26,No,2,61.54,B,Pass,Not Placed,,6
110291,Ishaan Rao,Female,21.0,Information Technology,3rd Year,Chennai,5.87,81.31,80.12,81.02,7.97,5.29,97.3,7.5,4.43,Yes,Average,Yes,No,Classroom,5.33,Yes,2025-02-19,2025-09-26,Yes,5,67.29,B,Pass,Placed,7.78,5
107749,Karan Das,Male,25.0,Information Technology,1st Year,Chennai,7.61,80.86,82.02,66.93,5.48,5.7,72.5,7.93,1.97,Yes,Average,No,Yes,Classroom,7.26,Yes,2023-09-27,2024-06-10,No,3,73.62,A,Pass,Higher Studies,,7
108983,Rohan Reddy,Female,23.0,Business Administration,1st Year,Delhi,5.13,91.05,60.8,75.59,7.25,3.09,85.6,7.23,6.01,Yes,Excellent,No,No,Mixed,5.73,Yes,2021-08-13,2022-04-28,No,0,74.04,A,Pass,Looking for Job,,8
104772,Karan Rao,Male,21.0,Information Technology,3rd Year,Delhi,5.39,92.83,74.73,74.07,7.49,8.69,60.7,8.46,2.32,Yes,Average,No,No,Online,7.21,Yes,2024-07-27,2025-04-22,No,2,74.73,A,Pass,Placed,6.44,11
102195,Priya Shetty,Female,22.0,Business Administration,1st Year,BANGALORE,2.78,67.67,70.56,80.45,7.84,5.53,54.0,5.63,2.95,No,Good,No,Yes,Mixed,4.71,Yes,2023-06-11,2024-01-27,Yes,3,60.22,B,Pass,Placed,2.4,5
100564,Ananya Malhotra,Female,24.0,Mechanical,Final Year,Kochi,2.99,69.17,81.71,92.57,4.18,3.48,9.0,6.84,5.45,Yes,Poor,No,No,Mixed,4.58,No,2025-07-07,2026-01-13,No,3,73.57,A,Pass,Placed,7.23,9
101906,Ishaan Iyer,Female,25.0,Information Technology,1st Year,Mumbai,2.85,66.23,81.75,74.64,7.07,3.11,89.2,3.94,4.5,Yes,Good,Yes,No,Classroom,6.76,Yes,2024-03-10,2024-11-05,No,3,66.88,B,Pass,Placed,6.66,14
108818,Sneha Shetty,Female,23.0,Computer Science,Final Year,Kochi,5.59,95.49,62.57,55.83,7.75,1.67,35.2,8.38,1.24,Yes,Average,No,No,Online,2.6,Yes,2021-07-17,2021-11-22,Yes,4,73.76,A,Pass,Looking for Job,,5
110071,Vivek Rao,Female,22.0,Computer Science,Final Year,Hyderabad,2.84,92.56,60.48,45.65,5.58,6.61,80.0,5.32,4.41,Yes,Average,No,Yes,Classroom,5.12,No,2024-08-28,2025-03-18,Yes,2,66.9,B,Pass,Not Placed,,6
108250,Reyansh Reddy,Male,24.0,Business Administration,Final Year,Mumbai,8.08,76.11,86.08,69.25,7.76,1.01,33.5,8.64,3.01,No,Good,No,No,COACHING,2.51,Yes,2025-04-26,2025-09-11,Yes,2,100.0,A+,Pass,Higher Studies,,9
101577,Diya Sharma,MALE,19.0,Information Technology,3rd Year,Coimbatore,5.11,82.01,79.17,53.73,5.91,4.3,80.1,6.7,5.97,Yes,Average,Yes,No,Self Study,4.69,Yes,2024-10-15,2025-05-15,Yes,2,63.18,B,Pass,Not Placed,,7
105293,Riya Sharma,Male,22.0,Business Administration,2nd Year,Mysore,6.41,93.16,73.33,87.04,6.16,5.0,63.1,6.52,1.77,Yes,Excellent,Yes,No,Self Study,3.86,Yes,2024-06-11,2024-12-12,No,2,80.54,A+,Pass,Placed,3.76,8
109503,Vivaan Kapoor,Female,23.0,Mechanical,2nd Year,Delhi,7.26,86.33,97.18,78.21,6.24,3.94,53.1,5.11,2.14,Yes,Average,Yes,No,Online,4.58,Yes,06/04/2024,10/02/2024,No,3,78.5,A,Pass,Higher Studies,,6
110421,Diya Sharma,Female,25.0,Information Technology,1st Year,Mysore,7.88,64.58,70.56,51.55,4.82,7.14,38.3,8.87,2.63,Yes,Excellent,Yes,No,Classroom,5.53,Yes,2021-07-31,2022-01-08,Yes,1,71.86,A,Pass,Placed,5.91,8
105707,Priya Rao,Male,17.0,information technology,Final Year,Kolkata,9.13,86.78,87.63,76.67,5.89,2.28,26.7,4.99,3.83,Yes,Average,Yes,No,Classroom,6.67,Yes,2022-02-19,2022-10-04,No,2,71.86,A,Pass,Placed,4.83,8
100080,Rohan Das,Male,19.0,business administration,2nd Year,Mumbai,6.76,58.28,62.85,72.41,6.0,8.01,7.5,6.52,0.0,Yes,GOOD,No,No,Online,4.8,Yes,2022-02-01,2022-06-08,No,3,84.15,A+,Pass,Not Placed,,6
111881,Pooja Malhotra,Male,18.0,Information Technology,Final Year,Pune,4.79,70.94,84.55,93.77,5.62,8.02,42.5,5.59,0.75,Yes,Good,Yes,No,Mixed,9.82,Yes,2022-03-31,2022-09-04,Yes,2,67.16,B,Pass,Looking for Job,,5
102413,Meera Verma,Male,18.0,Information Technology,2nd Year,Mysore,9.28,78.24,62.93,83.63,4.8,4.82,31.2,9.05,3.36,Yes,Excellent,No,No,Online,6.92,Yes,09/01/2022,2023/04/18,Yes,1,88.67,A+,Pass,Not Placed,,9
109199,Riya Malhotra,Female,20.0,Computer Science,2nd Year,Delhi,5.17,70.31,71.32,69.04,7.02,4.43,42.9,7.53,5.15,Yes,Average,No,No,Online,4.15,Yes,2022-11-19,2023-06-28,No,5,78.27,A,Pass,Looking for Job,,9
106464,Vivaan Mehta,Female,20.0,Computer Science,1st Year,Coimbatore,1.65,70.01,72.14,86.29,8.23,3.48,26.4,,5.24,Yes,Excellent,No,No,Classroom,6.3,No,2021-11-30,2022-04-21,Yes,6,62.55,B,Pass,Looking for Job,,13
110661,Pooja Reddy,Male,24.0,Computer Science,1st Year,Kochi,6.68,100.0,58.36,49.39,6.76,3.39,31.3,8.49,4.55,Yes,Average,Yes,No,Self Study,5.09,Yes,2024-11-26,2025-05-08,Yes,2,69.78,B,Pass,Looking for Job,,10
110873,Sneha Malhotra,Female,19.0,Information Technology,3rd Year,Pune,7.5,74.37,79.19,49.77,8.39,7.91,67.5,6.04,3.03,Yes,Average,No,No,Mixed,4.49,Yes,2025-03-04,2025-07-27,No,2,71.07,A,Pass,Placed,3.26,7
108116,Diya Patel,Male,17.0,Business Administration,1st Year,Kochi,6.57,61.08,57.01,60.3,8.86,5.87,48.9,6.69,3.95,Yes,Poor,No,No,Online,2.16,Yes,2024-05-17,2024-12-04,No,4,73.78,A,Pass,Not Placed,,12
103117,Nisha Nair,Male,25.0,Data Science,2nd Year,Delhi,4.95,79.66,72.41,91.91,5.62,6.12,96.4,6.92,1.75,Yes,average,No,No,Online,6.64,No,2024-08-17,2025-01-02,Yes,2,74.55,A,Pass,Placed,5.35,8
102880,Priya Khan,Male,20.0,Computer Science,3rd Year,Chennai,5.11,76.07,67.42,57.16,5.29,4.42,69.5,6.71,5.84,Yes,Good,No,No,Online,5.28,Yes,2023-02-15,2023-06-18,Yes,4,78.82,A,Pass,Not Placed,,9
105383,Pooja Singh,Female,22.0,Computer Science,2nd Year,Bangalore,5.82,80.12,71.66,52.87,5.19,5.0,49.0,8.04,2.33,Yes,Good,No,No,Coaching,5.31,Yes,2021-12-15,2022-03-10,Yes,3,72.33,A,Pass,Placed,3.05,6
101905,Rahul Joshi,Male,25.0,Data Science,3rd Year,Hyderabad,1.94,65.04,79.08,58.27,,6.25,30.5,5.98,0.37,Yes,Average,Yes,Yes,Classroom,5.01,No,2025-05-26,2025-09-05,No,3,62.25,B,Pass,Looking for Job,,5
104192,Vivaan Verma,Male,23.0,Computer Science,Final Year,Hyderabad,3.83,96.87,65.26,82.7,6.58,7.15,5.0,8.48,6.98,No,Good,Yes,No,Self Study,6.37,Yes,2023-05-20,2024-02-17,No,3,90.23,A+,Pass,Not Placed,,10
101852,Sneha Joshi,Male ,17.0,Computer Science,Final Year,Mysore,2.3,90.15,90.0,77.51,5.96,6.32,87.9,7.71,7.41,Yes,Poor,Yes,Yes,Mixed,6.84,Yes,12/27/2023,08/02/2024,No,0,80.52,A+,Pass,Not Placed,,9
104430,Aman Rao,Female,22.0,,2nd Year,Delhi,5.41,68.83,92.43,48.22,6.33,4.64,59.4,10.0,3.11,No,AVERAGE,No,Yes,Mixed,8.9,Yes,2025-05-14,2026-02-03,No,2,62.47,B,Pass,Placed,4.63,10
107793,Aarav Kapoor,Male,18.0,Computer Science,3rd Year,Mumbai,4.02,75.03,73.6,67.84,5.71,7.29,49.0,6.88,6.78,Yes,Average,No,No,Coaching,4.94,Yes,2022-04-01,2022-06-27,Yes,0,73.73,A,Pass,Looking for Job,,7
110702,Vivek Patel,Male,22.0,Commerce,1st Year,Hyderabad,6.52,87.81,67.03,78.22,5.52,5.5,59.6,6.91,2.98,Yes,Average,Yes,Yes,Class Room,5.3,Yes,2023-04-13,2023-10-15,Yes,3,62.58,B,Pass,Looking for Job,,5
103080,Neha Sharma,Male,19.0,Computer Science,Final Year,Coimbatore,9.07,86.15,77.03,90.45,8.65,4.45,25.4,7.39,7.03,Yes,Good,Yes,No,Mixed,3.01,No,2023-04-01,2023-10-31,Yes,2,97.58,A+,Pass,Placed,2.52,3
101146,Riya Khan,Male,19.0,Information Technology,2nd Year,Coimbatore,3.85,77.44,100.0,67.76,5.68,5.9,65.7,6.75,5.09,Yes,Good,No,No,Classroom,6.41,Yes,2024-09-14,2025-02-09,No,5,72.57,A,Pass,Not Placed,,9
103144,Rohan Joshi,Female,18.0,Electronics,3rd Year,Mysore,9.81,100.0,88.41,52.94,6.53,3.24,40.2,9.04,0.35,Yes,Good,Yes,No,Online,2.85,No,2022-09-17,2023-03-11,No,3,94.39,A+,Pass,Placed,3.61,5
109819,Riya Joshi,Male,18.0,Data Science,3rd Year,Pune,8.99,84.23,55.19,67.91,7.52,5.04,68.1,6.98,1.45,Yes,Good,No,No,Self Study,6.4,Yes,2021-07-18,2021-12-22,No,2,71.0,A,Pass,Placed,5.68,8
108687,Aman Das,Female,20.0,Information Technology,Final Year,Kolkata,9.24,84.77,77.26,93.28,6.3,5.02,91.5,5.37,4.09,Yes,Excellent,No,No,self-study,6.04,Yes,2022-09-28,2023-02-07,No,3,88.87,A+,Pass,Not Placed,,7
109872,Karan Shetty,Female,19.0,Computer Science,1st Year,Delhi,2.85,69.93,67.95,75.35,5.06,5.77,36.3,9.34,2.44,Yes,good,Yes,No,Classroom,6.23,Yes,2021-10-05,2022-05-26,No,4,55.29,C,Pass,Placed,6.74,7
